Hospital ID,Hospital Name,Legal Name,Alternate Name,Hospital Type,Institution Name,Street Address,City,State,Zip Code,Phone Number,Latitude,Longitude,Locale Code (NCES),County Code (FIPS),State Code (FIPS),Region Code (AAM),Employer ID Number,Tax Period,Income,Revenue
12453081,ST NICHOLAS HOSPITAL,IMAGINE NATION CHILDREN'S MUSEUM,,GENERAL ACUTE CARE,,1 PLEASANT ST,SHEBOYGAN,WI,6010,8603141400,43.7623479,-87.74753796,2,3,9,1,,,,
13154665,VERNON MEM HSPTL,INSTITUTE FOR AMERICAN INDIAN STUDIES,,GENERAL ACUTE CARE,,PO BOX 1260,VIROQUA,WI,6793,2038680518,43.55167397,-90.88839128,4,5,9,1,237124597,201312,336530,303540
72390241,PIH HOSPITAL - DOWNEY,INTERNATIONAL MUSEUM OF CARTOON ART INC,,GENERAL ACUTE CARE,,61 STUDIO RD,DOWNEY,CA,6903,5613922500,33.9343518,-118.130904,1,1,9,1,650230316,,,
72790503,PROVIDENCE LITTLE COMPANY OF MARY TRANSITIONAL CARE CENTER,IRELANDS GREAT HUNGER MUSEUM INC,,GENERAL ACUTE CARE,,275 MOUNT CARMEL A,TORRANCE,CA,6518,2035826500,33.83934812,-118.3597215,2,9,9,1,461158164,,,
58592354,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,THE IRISH AMERICAN MUSEUM OF WASHINGTON D C INC,,CHILDREN,,28 SOUND VIEW DRIVE,LOMA LINDA,CA,6830,,34.05013083,-117.2640945,2,1,9,1,134354547,201412,0,0
15254904,ASCENSION NE WISCONSIN MERCY CAMPUS,UNIVERSITY OF HARTFORD,,GENERAL ACUTE CARE,UNIVERSITY OF HARTFORD,200 BLOOMFIELD AVENUE,OSHKOSH,WI,6117,8607684090,44.01242072,-88.60104549,1,3,9,1,60731360,201306,264151052,0
75420007,MEDSTAR-GEORGETOWN UNIVERSITY MEDICAL CENTER,JOSEPH N GOFF HOUSE INC,,GENERAL ACUTE CARE,,PO BOX 337,WASHINGTON,DC,6424,8604225450,38.91195851,-77.07525457,3,7,9,1,61494507,201306,0,0
31233525,ADVENT HEALTH DADE CITY,KEENEY MEMORIAL CULTURE CENTER,,GENERAL ACUTE CARE,,200 MAIN ST,DADE CITY,FL,6109,8605297161,28.34796286,-82.20072008,2,3,9,1,272135734,,,
7233484,DELRAY MEDICAL CENTER,KIDCITY CHILDREN'S MUSEUM,,GENERAL ACUTE CARE,,119 WASHINGTON STREET,DELRAY BEACH,FL,6457,8603470495,26.43719284,-80.12778775,1,7,9,1,,,,
36034758,POINCIANA MEDICAL CENTER,THE KIDNETIC CLUBHOUSE,,GENERAL ACUTE CARE,,94 POPLAR DRIVE,KISSIMMEE,FL,6484,2032099771,28.14478076,-81.47668786,2,1,9,1,,,,
9802703,ARBOUR FULLER HOSPITAL,KIDSPLAY CHILDREN'S MUSEUM,,PSYCHIATRIC,,61 MAIN STREET,ATTLEBORO,MA,6790,8606187700,41.92408385,-71.36112256,3,5,9,1,,,,
9702146,ARBOUR HUMAN RESOURCE INSTITUTE,KNIGHTS OF COLUMBUS MUSEUM INC,,PSYCHIATRIC,,ONE COLUMBUS PLAZA,BROOKLINE,MA,6510,2038650400,42.35077951,-71.12124228,1,9,9,1,61590283,201312,2020862,1927534
36232068,ASSENCION ST. VINCENT'S MEDICAL CENTER CLAY COUNTY,YALE UNIVERSITY,,GENERAL ACUTE CARE,YALE UNIVERSITY,355 PROSPECT STREET,MIDDLEBURG,FL,6511,2032858840,30.10876243,-81.83268869,1,9,9,1,60646973,201306,7943643646,3688471185
36334471,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA,LIBERTY BELL MUSEUM,,REHABILITATION,,1068 TOLLAND ST,OCALA,FL,6108,8602893832,29.16587554,-82.16233494,1,3,9,1,,,,
3906250,NATCHAUG HOSPITAL,INC.,LOCK MUSEUM OF AMERICA INC,PSYCHIATRIC,GENERAL ACUTE CARE,,PO BOX 104,MANSFIELD CENTER,CT,6786,8605896359,41.74110392,-72.19801148,2,5,9,1,60965116,201412,0
36634997,ENCOMPASS HEALTH REHABILITATION HOSPITAL AT MARTIN HEALTH,LOCKWOOD-MATHEWS MANSION MUSEUM OF NORWALK INC,,REHABILITATION,,295 WEST AVE,STUART,FL,6850,2038389799,27.13343729,-80.22245582,1,1,9,1,60811776,201312,1550687,1482871
10502114,SHRINERS' HOSPITAL FOR CHILDREN,LOWER FAIRFIELD ART CENTER INC,,CHILDREN,,65 OVERLOOK DR,BOSTON,MA,6830,2036295271,42.36309255,-71.06630188,2,1,9,1,455613929,201412,0,0
10602129,SPAULDING REHABILITATION HOSPITAL,LUTZ CHILDRENS MUSEUM,,REHABILITATION,,47 SOUTH MAIN STREET,BOSTON,MA,6040,8606492838,42.37850908,-71.04905555,2,3,9,1,60740514,201406,394484,387094
11402720,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,LYMAN ALLYN PSYCHIATRIC INC,,PSYCHIATRIC,,625 WILLIAMS STREET,FALL RIVER,MA,6320,8604432545,41.70748691,-71.14571447,1,11,9,1,60888653,201406,0,0
12101904,BAY RIDGE HOSPITAL BEVERLY,ALBERTUS MAGNUS COLLEGE,,PSYCHIATRIC,ALBERTUS MAGNUS COLLEGE,700 PROSPECT ST,LYNN,MA,6511,,42.47162011,-70.95676093,1,9,9,1,60646520,201406,39198013,35656671
12001056,ENCOMPASS HEALTH HOSPITAL OF WESTERN MASS,MANCHESTER HISTORICAL SOCIETY,,REHABILITATION,,175 PINE ST,LUDLOW,MA,6040,8606479983,42.15577594,-72.47207734,2,9,25,1,46112604,201404,2112245,558361
12142728,T J HEALTH COLUMBIA,MARIETTA MUSEUM ART WHIMSY INC,,GENERAL ACUTE CARE,,165 PROSPECT AVE,COLUMBIA,KY,6437,2034533384,37.09664157,-85.29454565,2,9,9,1,421710862,,,
13050144,DECATUR COUNTY HOSPITAL,THE MARK TWAIN MEMORIAL,,GENERAL ACUTE CARE,,66 FOREST ST,LEON,IA,6105,8602470998,40.75093467,-93.74694077,1,3,9,1,60685118,201401,2580275,2269801
4466032,ANDERSON COUNTY HOSPITAL,THE MARK TWAIN MEMORIAL,,CRITICAL ACCESS,,351 FARMINGTON AVENUE,GARNETT,KS,6105,8602470998,38.279877,-95.25033865,1,3,9,1,60685118,201401,2580275,2269801
7567860,KEARNY COUNTY HOSPITAL,MARLBOROUGH ARTS CENTER & MUSEUM INC,,CRITICAL ACCESS,,PO BOX 313,LAKIN,KS,6447,8602959389,37.94659327,-101.2519299,2,3,9,1,61492765,201406,0,0
7767467,OTTAWA COUNTY HEALTH CENTER,MASHANTUCKET PEQUOT MUSEUM,,CRITICAL ACCESS,,110 PEQUOT TRL,MINNEAPOLIS,KS,6338,8603966800,39.12933196,-97.70394425,4,11,9,1,,,,
3502492,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,MASHANTUCKET PEQUOT MUSEUM AND RESEARCH CENTER,,GENERAL ACUTE CARE,,110 PEQUOT TRAIL,NEEDHAM,MA,6339,8603967034,42.2771,-71.2369,4,11,9,1,,,,
12402745,VIBRA HOSPITAL OF SOUTHWESTERN MASSACHUSETTS,MEMORIAL MILITARY MUSEUM INC,,REHABILITATION,,PO BOX 1231,NEW BEDFORD,MA,6010,8605835466,41.74072523,-70.94575361,2,3,9,1,510148048,201408,0,0
4002062,NORWOOD HOSPITAL,METRO-NORTH DIVISION NATIONAL MODEL RAILROAD ASSOCIATION IN,,GENERAL ACUTE CARE,,58 STIRRUP HILL ROAD,NORWOOD,MA,6824,,42.189,-71.2021,2,1,9,1,300739908,201412,0,0
12602537,SPAULDING REHABILITATION HOSPITAL CAPE COD,FAIRFIELD UNIVERSITY,,REHABILITATION,FAIRFIELD UNIVERSITY,4400 UNIVERSITY DRIVE,SANDWICH,MA,6824,,41.7329845,-70.46810284,2,1,9,1,60646623,201406,313770004,282265235
6702143,CAMBRIDGE HEALTH ALLIANCE - SOMERVILLE CAMPUS,MILITARY HISTORIANS MUSEUM,,GENERAL ACUTE CARE,,N MAIN ST,SOMERVILLE,MA,6498,8603999460,42.39,-71.1094,2,7,9,1,,,,
12701104,SHRINERS' HOSPITAL FOR CHILDREN,MILITARY MUSEUM OF SOUTHERN NEW ENGLAND INC,,CHILDREN,,125 PARK AVE,SPRINGFIELD,MA,6810,,42.12131503,-72.59237295,1,1,9,1,61145630,201405,117208,114664
372903,MERCY HOSPITAL FORT SMITH,MONROE HISTORICAL SOCIETY INCORPORATED,,GENERAL ACUTE CARE,,PO BOX 212,FORT SMITH,AR,6468,2032611383,35.35586599,-94.35205497,4,1,9,1,66067831,201312,21239,19214
7472901,HEALTHSOUTH REHABILITATION HOSPITAL OF FORT SMITH,EUGENE ONEILL MEMORIAL THEATER CENTER INC,,REHABILITATION,,305 GREAT NECK ROAD,FORT SMITH,AR,6385,8604430051,35.37394031,-94.41875448,2,11,9,1,66070900,201408,7360864,6976153
9700000,WHITE COUNTY MEDICAL CENTER - SOUTH CAMPUS,MULTI CULTURAL EDUCATION MUSEUM,,GENERAL ACUTE CARE,,378 STANLEY ST,SEARCY,AR,6051,8602237183,35.23409441,-91.73107431,2,3,9,1,731670895,,,
10172143,WHITE COUNTY MEDICAL CENTER - NORTH CAMPUS,MUSEUM ACADEMY PTO,,GENERAL ACUTE CARE,,1283 ASYLUM AVENUE,SEARCY,AR,6105,,35.25188604,-91.69700113,2,3,9,1,800760127,201406,0,0
10272834,RIVER VALLEY MEDICAL CENTER,UNIVERSITY OF HARTFORD,,CRITICAL ACCESS,UNIVERSITY OF HARTFORD,200 BLOOMFIELD AVE,DARDANELLE,AR,6117,8607684090,35.22047614,-93.15729817,1,3,9,1,60731360,201306,264151052,0
2271923,BAPTIST HEALTH MEDICAL CENTER - ARKADELPHIA,MUSEUM OF CENTRAL CONNECTICUT STATE UNIVERSITY,,CRITICAL ACCESS,CENTRAL CONNECTICUT STATE UNIVERSITY,1615 STANLEY STREET,ARKADELPHIA,AR,6053,,34.12291357,-93.08882416,2,3,9,1,61303381,,,
872616,MERCY HOSPITAL BERRYVILLE,MUSEUM OF CONNECTICUT GLASS INC,,CRITICAL ACCESS,,27 PLANK LANE,BERRYVILLE,AR,6033,,36.3590621,-93.55182577,2,,9,1,61392575,201403,0,0
1072632,EUREKA SPRINGS HOSPITAL,MUSEUM OF CONTEMPORARY IMPRESSIONISM INC,,CRITICAL ACCESS,,PO BOX 67,EUREKA SPRINGS,AR,6776,,36.40016379,-93.74423592,2,5,9,1,61426321,,,
2871653,SOUTHEAST REHABILITATION HOSPITAL,COMPANY OF FIFERS AND DRUMMERS INC,,REHABILITATION,,62 N MAIN ST,LAKE VILLAGE,AR,6422,8607672237,33.30629397,-91.28958992,2,7,9,1,237003258,201312,23921,23921
671671,BRADLEY COUNTY MEDICAL CENTER,MUSEUM-CONNECTICUT HISTORY,,CRITICAL ACCESS,,231 CAPITOL AVE,WARREN,AR,6106,8607576535,33.61036413,-92.05925489,1,3,9,1,,,,
8872455,FIVE RIVER MEDICAL CENTER,MYSTIC ART ASSOCIATION,,GENERAL ACUTE CARE,,9 WATER ST,POCAHONTAS,AR,6355,8605367601,36.28976027,-90.99738763,2,11,9,1,66000563,201312,1320326,960303
2571742,DALLAS COUNTY MEDICAL CENTER,MYSTIC SEAPORT MUSEUM INC,MYSTIC SEAPORT MUSEUM,CRITICAL ACCESS,,75 GREENMANVILLE AVE,FORDYCE,AR,6355,8605720711,33.81085539,-92.42558764,2,11,9,1,60653120,201404,30846685,17434817
4100000,CRITTENDEN HOSPITAL ASSOCIATION,NATIONAL HELICOPTER MUSEUM INC,,GENERAL ACUTE CARE,,PO BOX 775,WEST MEMPHIS,AR,6615,2037671123,35.14311024,-90.18909851,1,1,9,1,61001533,201312,3733,-25400
6171701,OUACHITA CO. MEDICAL CENTER,AMERICAN SAVINGS FOUNDATION INC,,GENERAL ACUTE CARE,,185 MAIN ST,CAMDEN,AR,6051,8608328654,33.57582113,-92.83673933,2,3,9,1,300308972,201312,7198813,
572601,NORTH ARKANSAS REGIONAL MEDICAL CENTER,NEW BRITAIN INSTITUTE,,GENERAL ACUTE CARE,,20 HIGH ST,HARRISON,AR,6051,8602243155,36.23653136,-93.10913937,2,3,9,1,60646767,201406,3959933,3828507
1672560,STONE COUNTY MEDICAL CENTER,NEW BRITAIN MUSEUM OF AMERICAN ART INC,,CRITICAL ACCESS,,56 LEXINGTON ST,MOUNTAIN VIEW,AR,6052,8602290257,35.85658313,-92.08286453,2,3,9,1,61422234,201406,12229699,8910080
2372454,PIGGOTT COMMUNITY HOSPITAL,ROTARY INTERNATIONAL,,CRITICAL ACCESS,,30 HIGH ST,PIGGOTT,AR,6051,8602253020,36.39011947,-90.20483796,2,3,9,1,66043330,201406,87514,53287
1372543,BAPTIST HEALTH - HEBER SPRINGS,NEW BRITAIN YOUTH MUSEUM AT HUNGERFORD PARK,,CRITICAL ACCESS,,191 FARMINGTON AVE,HEBER SPRINGS,AR,6037,8608279064,35.48856958,-92.05798114,2,3,9,1,,,,
2472110,ST. VINCENT MORRILTON,NEW ENGLAND AIR MUSEUM,,CRITICAL ACCESS,,BRADLEY INTERNATIONAL AIRPORT,MORRILTON,AR,6096,8606233305,35.16801491,-92.72135132,4,3,9,1,,,,
3072205,UAMS MEDICAL CENTER,NEW ENGLAND AUTO & TRANSPORTATION MUSEUM INC,,GENERAL ACUTE CARE,,PO BOX 1545,LITTLE ROCK,AR,6013,8606733888,34.74902515,-92.32013731,1,1,9,1,562662460,201410,0,0
5000000,BAPTIST HEALTH MEDICAL CENTER - NORTH LITTLE ROCK,NEW ENGLAND CAROUSEL MUSEUM INC,,GENERAL ACUTE CARE,,95 RIVERSIDE AVE,LITTLE ROCK,AR,6010,8605855411,34.78365489,-92.22340916,2,3,9,1,61261386,201306,478801,422237
6972113,UNITED METHODIST BEHAVIORAL HEALTH SYSTEMS,NEW ENGLAND CENTER FOR CONTEMPORARY ART INC,,PSYCHIATRIC,,RT 169 BOX 302,MAUMELLE,AR,6234,,34.87643567,-92.39441325,4,15,9,1,60946834,,,
1971901,LEO N. LEVI NATIONAL ARTHRITIS HOSPITAL,NEW ENGLAND CIVIL WAR MUSEUM INC,,GENERAL ACUTE CARE,,PO BOX 153,HOT SPRINGS,AR,6066,8608703563,34.50989707,-93.05757749,2,13,9,1,412127368,201312,0,0
4671901,HOT SPRINGS REHABILITATION CENTER,NEWALLIANCE FOUNDATION ART GALLERY,,REHABILITATION,GATEWAY COMMUNITY COLLEGE,20 CHURCH STREET,HOT SPRINGS,AR,6510,,34.51212501,-93.05260787,1,9,9,1,66000798,,,
5971913,CHI ST VINCENT HOSPITAL HOT SPRINGS,NEWTOWN CHILDRENS MUSEUM INC,,GENERAL ACUTE CARE,,PO BOX 566,HOT SPRINGS,AR,6470,,34.46802567,-93.06627041,2,1,9,1,452171358,201312,142891,142891
6600000,BAPTIST HEALTH MEDICAL CENTER - HOT SPRING COUNTY,NORTH HAVEN HIGH SCHOOL HALL OF FAME INC,,GENERAL ACUTE CARE,,222 MAPLE AVE,MALVERN,AR,6473,2032391641,34.35877404,-92.7858884,2,9,9,1,61628409,201409,0,0
3971603,ARKANSAS DEPT. OF CORRECTION-DIAGNOSTIC UNIT,NORTHEAST STATES CIVILIAN CONSERVATION CORPS MUSEUM,,GENERAL ACUTE CARE,,166 CHESTNUT HILL ROAD,PINE BLUFF,AR,6076,8606843430,34.22219143,-92.08268605,4,13,9,1,,,,
6871603,JEFFERSON REGIONAL MEDICAL CENTER,NORTHWEST COMMUNITY COLLABORATIVE INC,,GENERAL ACUTE CARE,,PO BOX 1237,PINE BLUFF,AR,6759,,34.18773469,-92.0176802,3,5,9,1,454928276,201312,142060,139783
2772703,HEALTHSOUTH REHABILITATION HOSPITAL,NORWALK MUSEUM,,REHABILITATION,,41 NORTH MAIN ST,FAYETTEVILLE,AR,6854,2038660202,36.10909938,-94.15484504,1,1,9,1,,,,
331404,MEMORIAL HEALTH UNIV MED CEN,INC,FRIENDS OF THE NORWALK MUSEUMS INC,GENERAL ACUTE CARE,GENERAL ACUTE CARE,,5 EVERSLEY AVENUE,SAVANNAH,GA,6851,2038460525,32.03053088,-81.08886242,1,1,9,1,61000630,201312,0
9372703,VANTAGE POINT OF NORTHWEST ARKANSAS,NFA FOUNDATION INC,NORWICH FREE ACADEMY FOUNDATION,PSYCHIATRIC,,305 BROADWAY,FAYETTEVILLE,AR,6360,8604255560,36.12789076,-94.11985143,1,11,9,1,222678033,201406,3104222,3104222
9672762,NORTHWEST MEDICAL CENTER - WILLOW CREEK WOMEN'S HOSPITAL,NORWICH HERITAGE TRUST INC,,WOMEN,,PO BOX 185,SPRINGDALE,AR,6360,,36.13551027,-94.18621922,1,,9,1,61031625,201312,0,0
9454915,ASCENSION NE WISCONSIN ST. ELIZABETH HOSPITAL,OSBORNE HOMESTEAD MUSEUM,,GENERAL ACUTE CARE,,500 HAWTHORNE AVE,APPLETON,WI,6418,2037342513,44.24825124,-88.40250968,2,9,9,1,66000798,,,
3271953,MENA REGIONAL HEALTH SYSTEM,P.L.A.C.E. MULTICULTURAL CHILDREN'S MUSEUM & CREATIVE ARTS CENTER,,GENERAL ACUTE CARE,,2781 DIXWELL AVENUE,SUITES 201 & 202,MENA,AR,6518,2032888600,34.5890536,-94.22163124,2,9,9,1,,,
4972927,MERCY HOSPITAL BOONEVILLE,PEGAGUS GALLERY,,CRITICAL ACCESS,MIDDLESEX COMMUNITY COLLEGE,100 TRAINING HILL RD,BOONEVILLE,AR,6457,,35.14032192,-93.93517063,1,7,9,1,320159889,,,
5172855,MERCY HOSPITAL PARIS,PHILOMEN J HEWITT JR HONEYBEE MUSEUM AND RESEARCH CENTER,,CRITICAL ACCESS,,356 CARMEL HILL RD N,PARIS,AR,6751,,35.28929334,-93.72487855,4,5,9,1,222527127,,,
62572396,CROSSRIDGE COMMUNITY HOSPITAL,PLANETARIUM,,GENERAL ACUTE CARE,,409 MAIN STREET,WYNNE,AR,6357,,35.21955792,-90.78664054,2,11,9,1,,,,
64072205,BAPTIST HEALTH REHABILITATION INSTITUTE,PLANETARIUM,,REHABILITATION,,250 COLUMBUS BLVD,LITTLE ROCK,AR,6103,,34.74429608,-92.38181609,1,3,9,1,,,,
8053211,ASCENSION SACRED HEART REHAB INST,PRIMAR FARBE GALERIE,,REHABILITATION,,396 WILLETTS AVE,MILWAUKEE,WI,6385,8604420100,43.06145544,-87.88038438,2,11,9,1,,,,
14385622,SANTA CRUZ VALLEY HOSPITAL,PROMARE INC,,GENERAL ACUTE CARE,,PO BOX 450,GREEN VALLEY,AZ,6412,7139836988,31.80657111,-111.0100185,,,9,1,760699869,201312,467610,127965
62472160,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,PRUDENCE CRANDALL MUSEUM,,GENERAL ACUTE CARE,,1 S CANTERBURY RD,STUTTGART,AR,6331,8605469916,34.5175108,-91.55829954,4,15,9,1,,,,
1042539,CASEY COUNTY HOSPITAL,QUINEBAUG VALLEY ENGINEERS ASSOCIATION EDGE & TA BRANCH 5 I,,CRITICAL ACCESS,,180 S PLUMB RD,LIBERTY,KY,6457,8608483921,37.31771681,-84.93317191,1,7,9,1,61426891,201312,36292,31460
5240336,MARCUM AND WALLACE MEMORIAL HOSPITAL,RAILROAD MUSEUM OF NEW ENGLAND INC,,CRITICAL ACCESS,,PO BOX 400,IRVINE,KY,6787,8602837245,37.7061971,-83.97727714,2,5,9,1,237229704,201312,258557,258557
3641653,HIGHLANDS REGIONAL MEDICAL CENTER,REAL ART WAYS INC,,GENERAL ACUTE CARE,,56 ARBOR STREET #1,PRESTONSBURG,KY,6106,8602321006,37.72901006,-82.76732008,1,3,9,1,60958072,201409,1240872,1240872
7140207,NORTON WOMEN'S AND KOSAIR CHILDREN'S HOSPITAL,REX BRASHER ASSOCIATION INC,,WOMEN,,PO BOX 72,LOUISVILLE,KY,6757,,38.23533009,-85.63293693,4,5,9,1,261458329,201404,0,0
9440215,SAINTS MARY & ELIZABETH HOSPITAL,RIDGEFIELD GUILD OF ARTISTS,,GENERAL ACUTE CARE,,PO BOX 552,LOUISVILLE,KY,6877,2034388863,38.17826438,-85.79391641,2,1,9,1,60987554,201412,184225,184225
10640207,THE BROOK - DUPONT,RIDGEFIELD LIBRARY ASSOCIATION INC,,PSYCHIATRIC,,472 MAIN ST,LOUISVILLE,KY,6877,2034382282,38.23569663,-85.62734095,2,1,9,1,60692378,201306,5414792,2399469
240031,BAPTIST HEALTH LA GRANGE,SAVAGE HILL MUSEUM INC,,GENERAL ACUTE CARE,,200 JOHN ST,LAGRANGE,KY,6831,,38.39489019,-85.37606515,4,1,9,1,61013226,,,
9401605,ADCARE HOSPITAL OF WORCESTER INC,SCIENCE CENTER OF EASTERN CT,,REHABILITATION,,33 GALLOWS LN,WORCESTER,MA,6320,8604420391,42.27641208,-71.79491979,1,11,9,1,,,,
8401730,EDITH NOURSE ROGERS MEMORIAL VETERANS HOSPITAL,UNIVERSITY OF NEW HAVEN,,MILITARY,UNIVERSITY OF NEW HAVEN,300 BOSTON POST ROAD,BEDFORD,MA,6516,,42.5047,-71.2744,2,9,9,1,60761704,201306,241404947,218936569
9501913,AMESBURY HEALTH CENTER,SEVEN BRIDGES FOUNDATION INC,,GENERAL ACUTE CARE,,114 JOHN ST,AMESBURY,MA,6831,2036250396,42.8484144,-70.93338025,4,1,9,1,61498953,201309,47654082,
1202215,BETH ISRAEL DEACONESS MEDICAL CENTER - WEST CAMPUS,BRANFORD ELECTRIC RAILWAY ASSOC INC,,GENERAL ACUTE CARE,,17 RIVER STREET,BOSTON,MA,6512,2034676927,42.3379,-71.1092,2,9,9,1,66088826,201312,1658428,1557387
9602130,ARBOUR HOSPITAL,THE,SOMERS MOUNTAIN INDIAN MUSEUM,PSYCHIATRIC,GENERAL ACUTE CARE,,PO BOX 55,BOSTON,MA,6071,8607494129,42.31581841,-71.11227314,2,13,9,1,61552484,,
8201930,BEVERLY HOSPITAL ADDISON GILBERT CAMPUS,SOUTHEAST CONNECTICUT HALL OF FAME,,GENERAL ACUTE CARE,,10 SANDY HOLLOW DR,GLOUCESTER,MA,6320,,42.6255,-70.6806,2,11,9,1,272306984,201412,0,0
11801542,VIBRA HOSPITAL OF WESTERN MASS CENTRAL CAMPUS,SOUTHWESTERN CONNECTICUT SCOUTING HERITAGE MUSEUM,,LONG TERM CARE,,4640 MAIN ST,LEICESTER,MA,6614,2033789154,42.20189928,-71.89882734,1,9,9,1,460905040,201312,0,0
13925027,WORCESTER RECOVERY CENTER AND HOSPITAL,SPARK PLUG COLLECTORS OF AMERICA INC,,PSYCHIATRIC,,9 HERITAGE LANE,WORCESTER,MA,6070,,42.27966719,-71.76906694,2,3,9,1,411984263,201312,0,0
4204730,HOULTON REGIONAL HOSPITAL,ST. MICHAELS UKRANIAN HERITAGE CENTER,,CRITICAL ACCESS,,555 GEORGE STREET,HOULTON,ME,6511,,46.13384624,-67.84362347,1,9,9,1,,,,
2804901,NORTHERN LIGHT INLAND HOSPITAL,STAMFORD CAMPUS ART GALLERY,,GENERAL ACUTE CARE,UNIVERSITY OF CONNECTICUT - STAMFORD,ONE UNIVERSITY PLACE,WATERVILLE,ME,6901,2032518400,44.54182648,-69.66149107,1,1,9,1,60772160,,,
3004330,MAINEGENERAL MEDICAL CENTER,STEPPING STONES MUSEUM FOR CHILDREN INC,,GENERAL ACUTE CARE,,303 WEST AVE,AUGUSTA,ME,6850,2038990606,44.31311976,-69.76843437,1,1,9,1,223199269,201312,8302033,7951249
2704901,MAINEGENERAL MEDICAL CENTER-SETON,STONY CREEK MUSEUM,,GENERAL ACUTE CARE,,84 THIMBLE ISLAND RD,WATERVILLE,ME,6405,2034819369,44.54919273,-69.65867356,2,9,9,1,,,,
2504538,SAINT ANDREWS HOSPITAL AND HEALTHCARE CENTER,STOWE-DAY FOUNDATION,,GENERAL ACUTE CARE,,77 FOREST STREET,BOOTHBAY HARBOR,ME,6105,,43.85034393,-69.6387693,1,3,9,1,,,,
4648624,MIDMICHIGAN MEDICAL CENTER-GLADWIN,SUBMARINE FORCE LIBRARY & MUSEUM ASSOC,,CRITICAL ACCESS,,PO BOX 928,GLADWIN,MI,6340,8604480893,43.97594367,-84.49388756,2,11,9,1,237281074,201312,732582,439193
7349868,HELEN NEWBERRY JOY HOSPITAL,TANTAQUIDGEON INDIAN MUSEUM,TANTAQUIDGEON INDIAN MUSEUM,CRITICAL ACCESS,,1819 NORWICH NEW LONDON TPKE,NEWBERRY,MI,6382,8608480594,46.35318009,-85.51565374,2,11,9,1,61259539,,,
1549862,MUNISING MEMORIAL HOSPITAL,TANTAQUIDGEON MEMORIAL MUSEUM INC,,CRITICAL ACCESS,,61 TEECOMWAS DRIVE,MUNISING,MI,6382,,46.42527107,-86.6251853,2,11,9,1,204256827,201312,0,0
10902167,BOURNEWOOD HOSPITAL,THEODORE A HUNGERFORD MEMORIAL MUSEUM ASSOCIATION INCORPORA,,PSYCHIATRIC,,PO BOX 297,BROOKLINE,MA,6791,,42.29831857,-71.14928568,4,5,9,1,60883256,201412,0,0
5848843,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,THOMAS AVERY HOUSE A/K/A SMITH-HARRIS HOUSE,,GENERAL ACUTE CARE,,33 SOCIETY RD.,HOWELL,MI,6357,,42.61558756,-83.9409904,2,11,9,1,,,,
1649242,HILLSDALE COMMUNITY HEALTH CENTER,THOMAS J WALSH ART GALLERY,,GENERAL ACUTE CARE,,1073 N BENSON RD,HILLSDALE,MI,6824,,41.91173869,-84.63300353,2,1,9,1,,,,
10048071,DMC SURGERY HOSPITAL,FAIRFIELD UNIVERSITY,,GENERAL ACUTE CARE,FAIRFIELD UNIVERSITY,1073 NORTH BENSON ROAD,MADISON HEIGHTS,MI,6824,2032544242,42.51788754,-83.12010727,2,1,9,1,60646623,201406,313770004,282265235
3049098,LAKELAND COMMUNITY HOSPITAL,WATERVLIET,TOLLAND JAIL MUSEUM,GENERAL ACUTE CARE,GENERAL ACUTE CARE,,52 TOLLAND GRN,WATERVLIET,MI,6084,8608709599,42.18488046,-86.24992583,2,13,9,1,,,
5648858,MCLAREN CENTRAL MICHIGAN,TORRINGTON AREA MODEL RAILROADERS,,GENERAL ACUTE CARE,,14 FOREST DRIVE,MOUNT PLEASANT,MI,6013,7324462179,43.59912248,-84.76141286,4,3,9,1,61557410,201412,0,0
7949431,SPECTRUM HEALTH LUDINGTON HOSPITAL,TRAVELERS SCIENCE DOME AT GENGRAS PLANETARIUM,,GENERAL ACUTE CARE,,950 TROUT BROOK DRIVE,LUDINGTON,MI,6119,,43.95814794,-86.43040938,1,3,9,1,,,,
14049079,BRONSON LAKEVIEW HOSPITAL,TREWORGY PLANETARIUM,,GENERAL ACUTE CARE,,75 GREENMANVILLE AVE,PAW PAW,MI,6355,,42.22129436,-85.89707006,2,11,9,1,,,,
13248427,DECKERVILLE COMMUNITY HOSPITAL,NATIONAL COAST GUARD MUSEUM ASSOCIATION INC,COAST GUARD MUSEUM,GENERAL ACUTE CARE,,394 TAUGWONK RD,DECKERVILLE,MI,6378,8604448511,43.52811921,-82.73424915,1,11,9,1,61621858,201312,212027,212027
14948202,HENRY FORD HOSPITAL,US MAYFLOWER CHARITY INC,,GENERAL ACUTE CARE,,20 RIVER RD,DETROIT,MI,6426,,42.36768678,-83.08472312,4,7,9,1,454611759,,,
4256007,MAYO CLINIC HEALTH SYS ALBT LE,U.S. NAVY SUBMARINE FORCE MUSEUM,,GENERAL ACUTE CARE,,PO BOX 571,ALBERT LEA,MN,6349,8003430079,43.6523607,-93.3727523,2,11,9,1,,,,
